wallet_address,twitter_handle,twitter_name,wallet_type,tier,pnl_7d,winrate_7d,followers,tags
2pekTQKDsJkd7qUMVD6Z5AGdUuuQ2ZF7zGDmhKjjgVdr,,"",sniper,standard,0.00,0.0%,4092,"snipe_bot"
2rGe8vdnu5Bf2qEefwywDDhg3VXy6DBm6uLUWpR1CS8T,,"",sniper,standard,0.00,0.0%,65,"snipe_bot"
2rmatTwLybtkmm2tUY45HZ15fGxJRaNirzyvN1NYC9ZH,,"",sniper,standard,0.00,0.0%,57,"snipe_bot"
336wYiTLyuF4RESNR5b7cCS64gXpDSGJcrGHorWNvWva,,"",sniper,standard,0.00,0.0%,63,"snipe_bot"
39aSEwzyErYwEKs257TDzonPEVwWSRuj7SNMMBrGCAmz,,"",sniper,standard,0.00,0.0%,120,"snipe_bot"
3KMrD83purDr9DSAGyfWbPZ6sojuLbpjpQAbHj1NEpXc,,"",sniper,standard,0.00,0.0%,57,"snipe_bot"
3MR3Vckjr4AbZnZNdPq2kCv5suv6Xpn1LhYJAZAYoH4r,,"",sniper,standard,0.00,0.0%,72,"snipe_bot"
3eD2kfN9wxwyLV4vJxNwdZ9XUBHsyWqvti57ZV6RSVFn,,"",sniper,standard,0.00,0.0%,59,"snipe_bot"
3guXq5PJZbCM31KKEvu315uYKR4NbGHbazW2CG4xQAiN,,"",sniper,standard,0.00,0.0%,61,"snipe_bot"
7Mr4FbN6uLhChXXv9XPbXcfk7ACBGLuiN6AB2tZcpHDw,,"",sniper,standard,0.00,0.0%,56,"snipe_bot"
3qfqVKCJ46mYH4RZptwo4pniqvZMDfnmUudUkpf9fBc6,,"",sniper,standard,0.00,0.0%,115,"snipe_bot"
4UYoHdW3EEiQd13QJVV9f2bDVrZv2L2oW7trU5GGdcSv,,"",sniper,standard,0.00,0.0%,534,"snipe_bot"
3yi72Y2xvUULuLosJjCPvS9HEZHoTSYCe6eJjAfCMeP1,,"",sniper,standard,0.00,0.0%,63,"snipe_bot"
49FAeYmdCdW2Rmk7xwNk7qXm5cyodytMz8F8aZiWCh3G,,"",sniper,standard,0.00,0.0%,56,"snipe_bot"
4Jb54WUvma3Cpb8Uomr7g9pD6qPXrc1D3LEdKTRAFnZh,,"",sniper,standard,0.00,0.0%,359,"photon, snipe_bot"
23fwPE81JitXcRC1Rm1iQKLwgx3bQYaa5xG1Dknpkp35,,"",sniper,standard,0.00,0.0%,56,"snipe_bot"
2ZJDumUsmCiXeCzWJvyL18XMd9BiJTz2K9nV2C9BErau,,"",sniper,standard,0.00,0.0%,72,"snipe_bot"
4o77KMAEJAy7Xbr1ApbFMhhZKdBPdtW2vLK3w7Y5A8V2,,"",sniper,standard,0.00,0.0%,54,"snipe_bot"
566MpDavwmyh8b4bFzK8Jq3fRmFvg6v7soE2HNnLAdhL,,"",sniper,standard,0.00,0.0%,65,"snipe_bot"
5FmuCwY57SK4nyGfYG9zMLtMyqJFy8YXhaUWtZwtAonT,,"",sniper,standard,0.00,0.0%,134,"snipe_bot"
5LN757SkD3YChWwi952dFQA7FuGU1qP4zcqF7qwE3UX9,,"",sniper,standard,0.00,0.0%,66,"snipe_bot"
5PsTN3ncH8MQCxdwu9r9xXYJ6yDjyNUSXNaic3LaKPLK,,"",sniper,standard,0.00,0.0%,484,"snipe_bot"
5STxtEtnh9UpNYgbFLBTYDUjN1CQqAcsaoBf1JN17e3R,,"",sniper,standard,0.00,0.0%,80,"snipe_bot"
5WkR4Rpgeq4N9XSgq9CBU6NGn3Mh3xpeiUVYejMamRTy,,"",sniper,standard,0.00,0.0%,62,"snipe_bot"
7Kok6GcTt5LbDkgBjP6pC5HFMsYgFfUaE7W1jhBzgMDp,,"",sniper,standard,0.00,0.0%,64,"snipe_bot"
5vBfQQQuCwdPYHgNHaemJG8fRiRLAp7e2SQ2ENVWWMeh,,"",sniper,standard,0.00,0.0%,62,"snipe_bot"
5zMn2ATK4rbECAcbE4y6A8hg93BpsmSNJ2jpiBgoXaMr,,"",sniper,standard,0.00,0.0%,640,"snipe_bot"
67mTexC1BJ6PHfMMk4n1jjdgb3EicrW9FbNarRfdJ5wx,,"",sniper,standard,0.00,0.0%,70,"snipe_bot"
6CQW5L8aeaJNoHWJTc7xrK4j28EyVW1aCRjK4b6mJdXk,,"",sniper,standard,0.00,0.0%,294,"snipe_bot"
6b9iQzj1P6z8XpmJSAoyHdLZC4oyK8pmTXQVc9iVTEEr,,"",sniper,standard,0.00,0.0%,367,"pepeboost, snipe_bot"
6msMbYDPQmoH93hGfJzsXpW1pwret7ZCpK7fGATUZogh,,"",sniper,standard,0.00,0.0%,55,"snipe_bot"
6p8cxa2G17qaJf4LnoioyQ2vjmfaY91hc2cYghQiovXf,,"",sniper,standard,0.00,0.0%,167,"snipe_bot"
6pz3DruANodzC26BrqT81nTRo9vMLgYUVhVV7DgvHcC,,"",sniper,standard,0.00,0.0%,196,"snipe_bot"
7442CgN2cK536vLUjikAActFWBbcPqg5rRenDwu4BULx,,"",sniper,standard,0.00,0.0%,64,"snipe_bot"
74UnjrPG7kDGDKTv27XGaqztgd3GzqzGcmNfXJe2BtgS,,"",sniper,standard,0.00,0.0%,105,"snipe_bot"
759txpyhxGEYbaxE4gBRG52BGKbxdQcpM4ognqwbYKJb,,"",sniper,standard,0.00,0.0%,82,"gmgn, snipe_bot"
7BFHfce2Z6AmEdAXG8KGYJxNsu7RzEekb7RqfYrKUcDu,,"",sniper,standard,0.00,0.0%,288,"snipe_bot"
5rKZrsCrsJzReX6kfSEfE6UdBk4JQQuQE1rP7Qis57C9,,"",sniper,standard,0.00,0.0%,63,"snipe_bot, trojan"
3rJtBMBgqVKWfX8JV4kQ3PoxstktdfZ1zVtWw5FyFrHe,,"",sniper,standard,0.00,0.0%,203,"pepeboost, snipe_bot"
8Jejhxo3Rz96Yt2WhC3xgdc8As1MUfvn1MGvv2nxPMY,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
26BP6Kkau4kYMNooesf5P4ZnxitaQAarb7j8ys4B7C8i,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
8sVdFBwXJtWaGujMEEYvFPbTdcXWmLo2uVW1FoAg3A8N,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
7Kd8Q1pEPwQWdv7ALyxMW2J9ReV7C5SDX5tDT9TRy1E9,,"",fresh_wallet,standard,0.00,0.0%,3,"fresh_wallet"
AKtTjMKicoGovPBSXaoiLfgWxoJxQhpQT8XxYH5w9Xyj,,"",fresh_wallet,standard,0.00,0.0%,5,"fresh_wallet"
xPseaojhVWpqh48RoY9P1rxWUNKUgRKnh4anfN9dv14,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
H6wDJsXfjmuwqX6QnEKzXwyY83DbmfRaydWsGyZLo4NH,,"",fresh_wallet,standard,0.00,0.0%,2,"fresh_wallet"
7vbfRMGcocoweohjGkRkB7m3BXj9RH37FUS5KzTKS4A6,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
HhmYKt1MG1gd4aRYPk5Cu17gcHE3a76VCQpkXrCzgP9A,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
FDnq4WjyBJiQhQhjFKp7yeWC99VtZqBrHNavn3XbcKTt,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
65K3omS3tGxk5ihEkgSYgfvHPqdj82zoEWj7X8B3VTsU,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
FFxZcf4hyxy54MocHpmfXuGLrTyibx5Wa9fzz2Yt5z68,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
24F6HFpXAfeAnTNqN7L3Wph2sThQrVVjCkN5776XTti4,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
HLZ2pqYjSKnxQ4TxJpQXvt56N5f6hvT3HdUiPQ2awpK9,,"",fresh_wallet,standard,0.00,0.0%,2,"fresh_wallet, trojan"
CTHpVXh5JdkmLgY4yEHwPocT2DYEKnbChWKkLz1jtPQW,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
7qc3cUcw72xfHtCjekA4wRWWiSCumRWNMdysRjS88qoe,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
DuuNYrVuX71bjDzHPB8vnJ4xdiJig6v7f8aorxujUYM1,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
GM8f7vZUA5oq9PbXD4ycnHQScJamaHAtRoWSiGE4F2cq,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
3zRD4vQZVff6EschWSG1FH4MpKMRhbaStQJDsEaT2suW,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
9DPq8vZpq5peYqmzMnyM1t8y2chNS1jnuqYUD42V1mZV,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
tAt226Gx6APR5Jo5k8sbK2gbgzU6cexvp3sybb7kn5A,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
A2y7RNRtNqbrRpUWxCCd16yiRcf9VfEY3pVXDXvN6jMx,,"",fresh_wallet,standard,0.00,0.0%,5,"fresh_wallet"
47dSEJNTtEnQ8GgPDQH8mgwu8Z1J3LnNW9cqRDX1X8bE,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
F49CX3LBynyB5DXqxGjFWFAE3bL3aNvRrxFVMWuMzZLQ,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
5a5j8M8kTzPNGXzckn8WHKqnFTMkwfKR1rLTRntZXv3B,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
6a2f1dC7ifFeZ8Kxxc45SvjtB45JDTuSGmDAjMcqaeGf,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
4q7YtoADeSSNqUePMD3nq5mTUMy2ePVn2hmA1QW3xSCF,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
EuHABMdkHcZNPUpC2jsRQUXijHceMdx95e82MkSa1bhn,,"",fresh_wallet,standard,0.00,50.0%,7,"fresh_wallet"
Dkw7FsC5ZTEWXWnhuvYFYwUKJCyVdoGw1AjGMKyvv7qt,,"",fresh_wallet,standard,0.00,100.0%,0,"fresh_wallet"
5YaiMcgkU6MFRSyafKy6RvneQfu9pEPYSeXxMM6onBif,,"",fresh_wallet,standard,0.00,100.0%,6,"fresh_wallet"
8YUktwUNYpACR8qscsWXbMtuM6VaJPWEATJeSdMKVoi3,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet, trojan"
HaqFEysJCpWSzt4GkUjADnxRSwedJxEoEcmheFmrcrFh,,"",fresh_wallet,standard,0.00,0.0%,0,"fresh_wallet"
FirMRtBUDPyWdBa31wSPP7QuXNsrH9CGiDYXpG1x25C1,,"",fresh_wallet,standard,0.00,66.7%,0,"fresh_wallet"
2QhfsZ1wAkTV7Lzyx6G7dsi2tugdkf5iJyBCPcBrZdTh,,"",fresh_wallet,standard,0.00,100.0%,1,"fresh_wallet"
3p2UGiU5GBKGEgfYDCs5jFmtX3NGQtVamtvrx7814Pk3,,"",sniper,standard,-8.53,0.0%,163,"snipe_bot"
